750 21
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	   1.897	   1.829	  -0.022	   0.712	  -0.019	  -0.008	   1.363	   0.098	  -0.036	   0.095	  -0.012	   0.035	   0.065	  -0.017	   0.039	   1.254	   0.076	   0.399	   1.439	   1.132	
   1.000	   2.250	   1.903	  -0.177	   0.525	  -0.013	   0.019	   1.983	   0.465	  -0.036	   0.279	  -0.007	  -0.089	   0.065	  -0.017	  -0.010	   1.254	   0.076	   0.460	   1.651	   1.308	
   1.000	   1.561	   1.774	   0.287	   0.712	  -0.007	   0.393	   1.039	   0.164	   0.178	   0.402	  -0.013	   0.035	   0.065	  -0.001	  -0.010	   1.254	   0.076	   0.317	   1.227	   0.969	
   0.000	   1.596	   1.205	   0.596	   0.525	   0.025	   0.928	   1.219	   1.089	   0.071	   1.237	   0.144	   0.035	   0.065	   0.218	  -0.125	   1.193	   0.095	   0.538	   1.452	   1.308	
   1.000	   1.950	   1.290	   0.596	   0.525	   0.006	   0.446	   3.937	   0.783	   0.071	   1.041	  -0.006	   0.035	   0.065	   0.017	  -0.010	   1.193	   0.095	   0.460	   1.452	   1.308	
   1.000	   1.242	   1.259	   0.441	   0.525	   0.025	   0.741	   1.984	   1.416	  -0.036	   1.176	   0.076	  -0.090	   0.065	   0.133	  -0.291	   1.254	   0.076	   0.487	   1.439	   1.132	
   0.000	   0.394	   0.074	   0.905	   0.712	   0.278	   0.259	   0.005	   0.249	   1.140	   0.660	   0.017	  -1.610	  -0.570	   0.027	  -1.019	   1.037	   0.144	   0.680	   0.579	   0.712	
   1.000	   0.747	   0.187	   0.905	   0.712	   0.126	   0.794	   0.066	   0.289	   0.392	   0.807	   0.253	  -1.182	  -0.205	   0.249	  -0.534	   1.124	   0.117	   0.929	   1.177	   1.227	
   1.000	   0.102	   0.038	   0.905	   0.525	   0.494	   0.259	  -0.021	   0.142	   1.247	   0.132	  -0.004	  -0.214	  -0.808	   0.033	  -1.242	   0.839	   0.321	   1.075	   0.442	   0.807	
   0.000	   0.217	  -0.010	   2.295	   1.274	   1.438	   0.045	  -0.020	   0.005	   1.782	   0.488	  -0.015	  -3.919	  -1.654	  -0.013	  -1.627	   0.524	   1.221	   1.013	   0.145	   0.373	
   1.000	   0.571	   0.041	  -0.022	   0.712	   0.215	   0.313	   0.042	   0.112	   0.926	   1.053	   0.016	  -1.823	  -0.453	   0.044	  -1.028	   0.906	   0.185	   1.645	   0.757	   1.132	
   1.000	   0.005	   0.000	   3.068	   2.397	   1.273	   0.179	  -0.024	   0.007	   1.675	  -0.016	  -0.014	   0.035	  -1.560	   0.011	  -1.446	   0.604	   0.916	   1.373	   0.225	   0.712	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	   0.323	   1.841	   3.222	   2.397	   1.248	   0.045	  -0.024	   0.677	   1.568	  -0.040	  -0.015	   0.036	  -1.503	  -0.014	  -1.368	   0.473	   1.200	   1.303	   0.131	   0.454	
   1.000	   0.677	   1.844	   3.222	   2.584	   0.247	   0.313	  -0.000	   0.614	   0.926	   0.586	   0.033	  -1.884	  -0.502	   0.039	  -0.934	   1.029	   0.146	   1.511	   0.843	   1.051	
   1.000	   0.279	   1.501	   3.222	   2.584	   1.419	   1.329	  -0.024	   0.548	   1.568	   0.046	   0.052	   0.035	  -1.597	   1.133	  -1.429	   0.311	   1.252	   1.303	   0.131	   0.454	
   0.000	   2.436	   0.964	   0.750	   0.900	   0.057	   0.500	   1.100	   0.400	   0.285	   1.606	  -0.015	  -0.511	  -0.070	   0.045	  -0.173	   1.112	   0.151	   0.597	   1.163	   1.227	
   1.000	   2.790	   0.840	   0.905	   0.900	   0.025	   0.634	   3.284	   0.209	   0.178	   1.741	  -0.015	  -0.386	   0.008	   0.066	  -0.058	   1.124	   0.117	   0.680	   1.177	   1.227	
   1.000	   2.082	   1.228	   0.287	   0.900	   0.012	   1.436	   2.980	   0.647	  -0.036	   1.397	   0.252	  -0.090	   0.065	   0.397	  -0.058	   1.254	   0.076	   0.577	   1.439	   1.132	
   0.000	   0.951	   0.460	   0.287	   0.712	   0.050	   0.954	   0.405	   0.759	   0.285	   1.004	   0.273	  -0.215	   0.008	   0.299	  -0.289	   1.166	   0.104	   0.548	   0.928	   0.888	
   1.000	   1.304	   0.450	  -0.486	   0.712	   0.025	   0.286	   1.137	   0.461	   0.178	   1.164	  -0.010	  -0.090	   0.065	   0.007	  -0.252	   1.173	   0.101	   0.680	   1.032	   0.969	
   1.000	   0.606	   0.583	   0.905	   0.712	   0.031	   1.168	   0.231	   0.908	   0.071	   0.525	   0.350	  -0.090	   0.065	   0.402	  -0.173	   1.254	   0.076	   0.621	   1.439	   1.132	
   0.000	   0.482	   0.046	   0.596	   0.712	   0.259	   0.393	   0.022	   0.140	   0.926	   0.992	   0.058	  -1.836	  -0.456	   0.082	  -1.067	   0.913	   0.221	   1.355	   0.608	   0.969	
   1.000	   0.836	   0.089	   0.287	   0.525	   0.177	   0.634	   0.113	   0.152	   0.713	   1.299	   0.131	  -1.307	  -0.332	   0.186	  -0.646	   0.943	   0.219	   0.888	   0.527	   0.807	
   1.000	   0.190	   0.058	   0.596	   0.712	   0.196	   0.580	  -0.015	   0.172	   0.926	   0.304	   0.128	  -1.111	  -0.375	   0.191	  -1.007	   1.032	   0.178	   1.155	   0.908	   1.132	
   0.000	   0.199	  -0.016	   3.840	   3.146	   2.033	  -0.008	  -0.021	  -0.009	   1.889	   0.439	  -0.015	  -4.649	  -2.064	  -0.017	  -1.780	   0.262	   1.855	   1.013	   0.187	   0.373	
   1.000	   0.553	   0.052	  -0.022	   0.712	   0.177	   0.393	   0.039	   0.116	   0.819	   0.992	   0.050	  -1.610	  -0.319	   0.076	  -0.967	   1.011	   0.152	   1.303	   0.749	   0.969	
   1.000	  -0.013	  -0.013	   2.913	   1.836	   1.450	   0.072	  -0.024	   0.004	   1.782	  -0.040	  -0.015	   0.036	  -1.710	  -0.010	  -1.575	   0.420	   1.157	   1.244	   0.121	   0.549	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	   0.482	   1.732	   1.986	   1.274	   1.051	   0.634	  -0.024	   1.235	   1.354	   0.021	  -0.001	   0.035	  -1.299	   0.196	  -1.127	   0.348	   1.277	   0.732	   0.060	   0.292	
   1.000	   0.836	   1.760	   1.986	   1.274	   0.095	   3.334	   0.029	   0.961	   0.499	   0.574	   5.666	  -0.814	  -0.127	   4.220	  -0.358	   1.115	   0.120	   1.022	   1.075	   1.132	
   1.000	   0.385	   1.313	   2.295	   1.461	   1.064	   1.115	  -0.018	   1.097	   1.354	   0.193	   0.126	   0.035	  -1.299	   0.701	  -1.175	   0.530	   1.037	   0.639	   0.102	   0.373	
   0.000	   2.816	   4.779	   0.750	   0.525	  -0.013	   0.393	   2.070	   1.237	   0.071	   0.353	  -0.015	   0.035	   0.065	  -0.007	   0.039	   1.254	   0.076	   0.306	   1.545	   1.227	
   1.000	   3.170	   4.960	   0.905	   0.712	  -0.007	   0.393	   1.837	   2.652	   0.178	   0.549	  -0.014	   0.035	   0.065	  -0.001	  -0.010	   1.254	   0.076	   0.313	   1.333	   1.051	
   1.000	   2.463	   4.739	   0.750	   0.525	  -0.000	   1.890	  10.103	   4.618	  -0.036	   1.335	   0.287	   0.035	   0.065	   0.446	  -0.010	   1.254	   0.076	   0.343	   1.651	   1.308	
   0.000	   1.172	   0.701	   0.596	   0.712	   0.044	   0.527	   0.406	   0.531	   0.392	   1.102	   0.048	  -0.262	   0.064	   0.093	  -0.397	   1.166	   0.104	   0.435	   0.928	   0.888	
   1.000	   1.525	   0.715	   0.287	   0.712	   0.063	   0.901	   0.700	   0.305	   0.285	   1.495	   0.164	  -0.339	  -0.049	   0.264	  -0.319	   1.254	   0.076	   0.390	   1.014	   0.807	
   1.000	   0.827	   0.792	   0.750	   0.525	   0.031	   0.634	   0.042	   0.540	   0.285	   0.291	   0.095	  -0.339	   0.008	   0.082	  -0.125	   1.104	   0.123	   0.457	   0.974	   1.051	
   0.000	   0.261	   0.015	   1.832	   1.274	   0.969	   0.206	  -0.017	   0.079	   1.461	   0.562	   0.012	  -3.274	  -1.290	   0.018	  -1.408	   0.635	   0.678	   1.096	   0.225	   0.712	
   1.000	   0.615	   0.113	   0.750	   0.900	   0.183	   0.634	   0.041	   0.267	   0.713	   0.955	   0.187	  -1.355	  -0.332	   0.199	  -0.785	   1.045	   0.141	   1.200	   0.939	   1.132	
   1.000	   0.013	   0.002	   2.604	   1.836	   1.001	   0.126	  -0.024	   0.017	   1.461	  -0.040	  -0.015	   0.036	  -1.425	  -0.003	  -1.379	   0.691	   0.510	   1.277	   0.246	   0.630	
   0.000	   0.199	  -0.016	   3.840	   3.146	   1.818	   0.019	  -0.021	  -0.009	   1.782	   0.451	  -0.015	  -4.426	  -1.906	  -0.016	  -1.693	   0.438	   1.439	   1.303	   0.201	   0.454	
   1.000	   0.553	   0.052	  -0.022	   0.712	   0.202	   0.393	   0.038	   0.116	   0.819	   1.016	   0.048	  -1.854	  -0.397	   0.076	  -0.967	   0.929	   0.178	   1.303	   0.661	   0.969	
   1.000	  -0.013	  -0.013	   2.913	   1.836	   1.450	   0.072	  -0.024	   0.004	   1.782	  -0.040	  -0.015	   0.036	  -1.710	  -0.010	  -1.575	   0.524	   1.221	   1.013	   0.145	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   1.000	   0.314	   0.047	   0.132	   0.712	   0.234	   0.446	  -0.002	   0.129	   0.819	   0.611	   0.106	  -1.940	  -0.432	   0.108	  -1.096	   0.976	   0.163	   1.422	   0.833	   1.132	
   1.000	  -0.040	  -0.023	  -0.022	  -0.036	   2.508	  -0.035	  -0.024	  -0.025	   2.103	  -0.040	  -0.015	   0.036	  -2.386	  -0.017	  -2.055	   0.006	   2.530	   1.511	   0.484	   0.373	
   0.000	   0.579	   1.259	   0.905	   0.525	   0.779	   4.725	   0.015	   2.865	   1.247	   0.574	   3.821	  -0.089	  -1.071	  11.691	  -1.052	   0.542	   0.894	   0.763	   0.145	   0.373	
   1.000	   0.933	   1.353	   0.905	   0.525	   0.082	   0.527	   0.171	   1.456	   0.499	   0.562	   0.068	  -0.689	  -0.127	   0.073	  -0.358	   1.178	   0.099	   0.840	   1.137	   1.051	
   1.000	   0.438	   0.806	   1.059	   0.525	   0.773	   3.334	   0.005	   2.124	   1.140	   0.549	   2.357	   0.035	  -1.014	   6.207	  -0.883	   0.746	   0.660	   0.621	   0.272	   0.549	
   0.000	   1.888	   1.092	   0.132	   0.712	   0.031	   6.303	   2.665	   1.082	   0.071	   1.937	  15.110	  -0.339	   0.065	  12.231	  -0.010	   1.178	   0.099	   0.457	   1.137	   1.051	
